repo_completo,numero_pr,titulo,autora,status,url,criado_em,merged_em,closed_em,changed_files,additions,deletions,loc_total,tempo_analise_horas,tempo_analise_dias,descricao_tamanho_chars,total_comentarios,numero_reviews,num_participantes
bitcoin/bitcoin,35075,rpc: clarify wrong-network address errors,takeshikurosawaa,CLOSED,https://github.com/bitcoin/bitcoin/pull/35075,2026-04-14T19:35:32Z,,2026-04-15T12:44:35Z,6,76,4,80,17.1508,0.7146,538,2,1,3
bitcoin/bitcoin,34420,"consensus: disable min difficulty blocks on testnet4 after height 151,200",batmanbytes,CLOSED,https://github.com/bitcoin/bitcoin/pull/34420,2026-01-27T15:08:13Z,,2026-04-15T09:40:58Z,6,166,6,172,1866.5458,77.7727,4322,10,6,7
bitcoin/bitcoin,34124,validation: make `CCoinsView` a pure virtual interface,l0rinc,MERGED,https://github.com/bitcoin/bitcoin/pull/34124,2025-12-20T08:47:33Z,2026-04-13T12:40:45Z,2026-04-13T12:40:45Z,18,158,166,324,2739.8867,114.1619,1120,29,98,12
bitcoin/bitcoin,35065,cmake: compact generated JSON C++ headers,l0rinc,CLOSED,https://github.com/bitcoin/bitcoin/pull/35065,2026-04-12T15:06:54Z,,2026-04-14T06:18:33Z,1,4,3,7,39.1942,1.6331,20098,9,1,5
bitcoin/bitcoin,34773,test: migrate functional test equality asserts to `assert_equal`,l0rinc,MERGED,https://github.com/bitcoin/bitcoin/pull/34773,2026-03-08T22:22:30Z,2026-04-13T07:36:33Z,2026-04-13T07:36:34Z,59,231,193,424,849.2342,35.3848,887,6,19,7
bitcoin/bitcoin,28792,build: Embedded ASMap [3/3]: Build binary dump header file,fjahr,MERGED,https://github.com/bitcoin/bitcoin/pull/28792,2023-11-04T22:13:31Z,2026-02-19T00:43:44Z,2026-02-19T00:43:44Z,13,147,29,176,20090.5036,837.1043,1159,88,74,17
bitcoin/bitcoin,34623,Update secp256k1 subtree to latest master,fanquake,MERGED,https://github.com/bitcoin/bitcoin/pull/34623,2026-02-19T14:28:05Z,2026-04-13T07:24:37Z,2026-04-13T07:24:37Z,41,1052,512,1564,1264.9422,52.7059,635,7,4,6
bitcoin/bitcoin,35061,Fix/spend div by zero,flawlesscode254,CLOSED,https://github.com/bitcoin/bitcoin/pull/35061,2026-04-12T04:09:35Z,,2026-04-13T06:07:47Z,3,6,2,8,25.97,1.0821,305,2,1,4
bitcoin/bitcoin,35019,wallet: apply anti-fee-sniping locktime uniformly across all funded transaction RPCs,HouseOfHufflepuff,CLOSED,https://github.com/bitcoin/bitcoin/pull/35019,2026-04-06T22:35:50Z,,2026-04-10T23:33:06Z,4,92,5,97,96.9544,4.0398,1771,3,2,4
bitcoin/bitcoin,35034,[31.x] Fix guix build and rc4,achow101,MERGED,https://github.com/bitcoin/bitcoin/pull/35034,2026-04-08T19:00:39Z,2026-04-08T23:21:50Z,2026-04-08T23:21:50Z,9,23,21,44,4.3531,0.1814,83,8,1,9
bitcoin/bitcoin,32757,net: Fix Discover() not running when using -bind=0.0.0.0:port,b-l-u-e,MERGED,https://github.com/bitcoin/bitcoin/pull/32757,2025-06-16T04:28:44Z,2026-04-09T21:26:52Z,2026-04-09T21:26:52Z,2,86,27,113,7144.9689,297.707,1589,18,24,12
bitcoin/bitcoin,34886,test: Rework Single Random Draw coin selection tests,murchandamus,MERGED,https://github.com/bitcoin/bitcoin/pull/34886,2026-03-20T23:14:27Z,2026-04-09T21:07:23Z,2026-04-09T21:07:23Z,2,95,124,219,477.8822,19.9118,444,10,16,6
bitcoin/bitcoin,34922,test: Use BasicTestingSetup when sufficient,hodlinator,MERGED,https://github.com/bitcoin/bitcoin/pull/34922,2026-03-25T20:39:28Z,2026-04-09T20:01:00Z,2026-04-09T20:01:01Z,9,19,19,38,359.3589,14.9733,768,11,10,9
bitcoin/bitcoin,24058,BIP-322 basic support,kallewoof,CLOSED,https://github.com/bitcoin/bitcoin/pull/24058,2022-01-13T12:30:29Z,,2023-08-03T01:31:29Z,17,501,56,557,13597.0167,566.5424,782,36,41,21
bitcoin/bitcoin,34884,validation: remove unused code in FindMostWorkChain,stratospher,MERGED,https://github.com/bitcoin/bitcoin/pull/34884,2026-03-20T15:57:50Z,2026-04-09T13:11:30Z,2026-04-09T13:11:30Z,2,94,13,107,477.2278,19.8845,844,7,18,8
bitcoin/bitcoin,31633,net: Disconnect message follow-ups to #28521,hodlinator,MERGED,https://github.com/bitcoin/bitcoin/pull/31633,2025-01-10T10:43:47Z,2025-01-29T20:27:10Z,2025-01-29T20:27:10Z,3,9,8,17,465.7231,19.4051,492,8,13,8
bitcoin/bitcoin,32509,qa: feature_framework_startup_failures.py fixes & improvements (#30660 follow-up),hodlinator,MERGED,https://github.com/bitcoin/bitcoin/pull/32509,2025-05-15T11:58:44Z,2025-05-27T21:44:43Z,2025-05-27T21:44:44Z,4,21,23,44,297.7664,12.4069,255,5,4,7
bitcoin/bitcoin,32579,p2p: Correct unrealistic headerssync unit test behavior,hodlinator,MERGED,https://github.com/bitcoin/bitcoin/pull/32579,2025-05-21T13:48:16Z,2025-10-23T10:20:00Z,2025-10-23T10:20:00Z,11,293,137,430,3716.5289,154.8554,2308,19,67,11
bitcoin/bitcoin,33422,build: Remove lingering Windows registry & shortcuts (#32132 follow-up),hodlinator,MERGED,https://github.com/bitcoin/bitcoin/pull/33422,2025-09-18T07:57:54Z,2025-09-19T21:50:21Z,2025-09-19T21:50:21Z,1,13,0,13,37.8742,1.5781,1130,8,4,5
bitcoin/bitcoin,33423,qa: Improvements to debug_assert_log + busy_wait_for_debug_log,hodlinator,MERGED,https://github.com/bitcoin/bitcoin/pull/33423,2025-09-18T08:39:52Z,2025-12-10T11:41:04Z,2025-12-10T11:41:04Z,1,20,20,40,1995.02,83.1258,605,5,6,5
bitcoin/bitcoin,33875,qa: Account for unset errno in ConnectionResetError,hodlinator,MERGED,https://github.com/bitcoin/bitcoin/pull/33875,2025-11-14T21:10:09Z,2025-12-18T11:46:19Z,2025-12-18T11:46:19Z,1,9,4,13,806.6028,33.6084,4855,3,3,6
bitcoin/bitcoin,33887,doc: Improve CI docs on env and qemu-user-static,hodlinator,MERGED,https://github.com/bitcoin/bitcoin/pull/33887,2025-11-17T14:08:38Z,2025-11-20T17:22:28Z,2025-11-20T17:22:28Z,1,13,2,15,75.2306,3.1346,36,4,9,6
gin-gonic/gin,4203,feat(binding): add support for encoding.UnmarshalText in uri/query binding,takanuva15,MERGED,https://github.com/gin-gonic/gin/pull/4203,2025-03-27T18:01:02Z,2026-01-24T07:20:25Z,2026-01-24T07:20:25Z,3,508,26,534,7261.3231,302.5551,1810,12,10,5
gin-gonic/gin,4258,perf(recovery): optimize the log output of CustomRecoveryWithWriter,1911860538,MERGED,https://github.com/gin-gonic/gin/pull/4258,2025-06-04T14:28:21Z,2025-08-02T04:30:14Z,2025-08-02T04:30:14Z,2,83,36,119,1406.0314,58.5846,435,3,2,3
gin-gonic/gin,3820,fix(binding): binding error while not upload file (#3819),clearcodecn,MERGED,https://github.com/gin-gonic/gin/pull/3820,2024-01-04T01:49:47Z,2024-02-05T02:46:36Z,2024-02-05T02:46:36Z,2,5,0,5,768.9469,32.0395,429,5,4,3
gin-gonic/gin,4571,test(engine): add regression tests for HandleContext with NoRoute,abhiyankhanal,MERGED,https://github.com/gin-gonic/gin/pull/4571,2026-03-07T11:29:41Z,2026-03-16T12:50:00Z,2026-03-16T12:50:00Z,1,72,0,72,217.3386,9.0558,912,1,1,2
gin-gonic/gin,4576,refactor(test): use the built-in max/min to simplify the code,tsinglua,MERGED,https://github.com/gin-gonic/gin/pull/4576,2026-03-11T08:37:46Z,2026-03-13T14:42:00Z,2026-03-13T14:42:00Z,1,1,4,5,54.0706,2.2529,577,1,1,2
gin-gonic/gin,3687,Use magenta color for HTTP 101 status in the log,afbjorklund,CLOSED,https://github.com/gin-gonic/gin/pull/3687,2023-08-07T10:47:14Z,,2026-02-24T05:01:35Z,2,3,0,3,22362.2392,931.76,141,1,1,3
gin-gonic/gin,4557,chore(deps): bump aquasecurity/trivy-action from 0.34.1 to 0.34.2 in the actions group,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4557,2026-03-02T23:53:22Z,2026-03-04T06:10:36Z,2026-03-04T06:10:36Z,1,2,2,4,30.2872,1.262,5653,0,1,1
gin-gonic/gin,4256,fix(bind): update sonic to support passing `io.Reader` error,AsterDY,CLOSED,https://github.com/gin-gonic/gin/pull/4256,2025-06-03T06:52:41Z,,2026-02-28T13:56:09Z,4,6,8,14,6487.0578,270.2941,418,0,1,3
gin-gonic/gin,4491,render: add PDF renderer and tests,Aum-Patel1234,MERGED,https://github.com/gin-gonic/gin/pull/4491,2026-01-04T14:08:41Z,2026-02-28T13:04:54Z,2026-02-28T13:04:54Z,5,76,0,76,1318.9369,54.9557,193,3,6,4
gin-gonic/gin,4550,ci: update Go version support to 1.25+ across CI and docs,appleboy,MERGED,https://github.com/gin-gonic/gin/pull/4550,2026-02-28T08:21:34Z,2026-02-28T09:37:02Z,2026-02-28T09:37:02Z,4,5,5,10,1.2578,0.0524,128,1,1,2
gin-gonic/gin,4548,chore(deps): bump golang.org/x/net from 0.50.0 to 0.51.0,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4548,2026-02-25T22:32:37Z,2026-02-28T08:18:13Z,2026-02-28T08:18:13Z,2,4,6,10,57.76,2.4067,1745,0,1,1
gin-gonic/gin,4535,fix(tree): panic in findCaseInsensitivePathRec with RedirectFixedPath,veeceey,MERGED,https://github.com/gin-gonic/gin/pull/4535,2026-02-14T10:43:52Z,2026-02-28T03:15:27Z,2026-02-28T03:15:27Z,2,159,1,160,328.5264,13.6886,1309,2,6,3
gin-gonic/gin,4542,test(context): use http.StatusContinue constant instead of magic number 100,mehrdadbn9,MERGED,https://github.com/gin-gonic/gin/pull/4542,2026-02-18T17:36:39Z,2026-02-28T02:13:11Z,2026-02-28T02:13:12Z,4,51,8,59,224.6089,9.3587,161,1,2,3
gin-gonic/gin,4541,test(render): add comprehensive error handling tests,Amirhf1,MERGED,https://github.com/gin-gonic/gin/pull/4541,2026-02-18T17:00:22Z,2026-02-28T02:11:57Z,2026-02-28T02:11:57Z,1,126,20,146,225.1931,9.383,1383,1,2,3
gin-gonic/gin,4206,fix(render): write content length in Data.Render,dengaleev,MERGED,https://github.com/gin-gonic/gin/pull/4206,2025-03-31T15:42:06Z,2026-02-28T02:07:32Z,2026-02-28T02:07:32Z,2,38,1,39,8002.4239,333.4343,344,3,2,3
gin-gonic/gin,4547,logger: allow skipping query string output,USA-RedDragon,MERGED,https://github.com/gin-gonic/gin/pull/4547,2026-02-24T05:38:50Z,2026-02-27T15:33:47Z,2026-02-27T15:33:47Z,3,35,1,36,81.9158,3.4132,945,2,1,2
gin-gonic/gin,4549,chore(binding): upgrade bson dependency to mongo-driver v2,BobDu,MERGED,https://github.com/gin-gonic/gin/pull/4549,2026-02-26T03:40:45Z,2026-02-27T15:20:01Z,2026-02-27T15:20:01Z,7,8,8,16,35.6544,1.4856,446,1,1,2
gin-gonic/gin,4546,chore(deps): bump goreleaser/goreleaser-action from 6 to 7 in the actions group,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4546,2026-02-23T23:34:34Z,2026-02-27T15:18:28Z,2026-02-27T15:18:28Z,1,1,1,2,87.7317,3.6555,11609,0,1,1
gin-gonic/gin,3054,Add `Engine.LoadHTMLFromFS()` method to support `go:embed`,dhermes,CLOSED,https://github.com/gin-gonic/gin/pull/3054,2022-02-09T00:51:50Z,,2026-02-24T05:00:26Z,1,18,0,18,35428.1433,1476.1726,0,3,3,4
gin-gonic/gin,3973,feat(gin): support both http/2 and http/3 using quic-go/quic-go,xN4P4LM,CLOSED,https://github.com/gin-gonic/gin/pull/3973,2024-05-19T20:09:14Z,,2026-02-24T05:02:13Z,4,96,21,117,15488.8831,645.3701,3673,3,3,5
gin-gonic/gin,2349,add a method to set the indentJsonIndentString used in Context.Indent…,bestgopher,CLOSED,https://github.com/gin-gonic/gin/pull/2349,2020-05-01T10:18:15Z,,2026-02-24T04:59:55Z,5,64,15,79,50994.6944,2124.7789,842,4,1,4
gin-gonic/gin,4122,a temporary fix for issue 4120,alsammak-array,CLOSED,https://github.com/gin-gonic/gin/pull/4122,2024-12-26T10:34:49Z,,2026-02-24T05:02:19Z,1,17,0,17,10194.4583,424.7691,752,1,1,4
gin-gonic/gin,4116,Fix issues reported by testifylint,deining,CLOSED,https://github.com/gin-gonic/gin/pull/4116,2024-12-13T21:52:29Z,,2026-02-24T05:02:18Z,4,22,22,44,10495.1636,437.2985,97,0,3,3
gin-gonic/gin,4073,Fix error in createStaticHandler when handling directories and index.html,aleimu,CLOSED,https://github.com/gin-gonic/gin/pull/4073,2024-10-12T08:46:41Z,,2026-02-24T05:02:17Z,1,0,13,13,11996.26,499.8442,4281,0,2,3
gin-gonic/gin,3907,fixed open redirect,cyal1,CLOSED,https://github.com/gin-gonic/gin/pull/3907,2024-03-28T16:08:50Z,,2026-02-24T05:02:12Z,2,7,1,8,16740.8894,697.5371,2091,2,1,4
gin-gonic/gin,3732,loggerConfig supports request body,agclqq,CLOSED,https://github.com/gin-gonic/gin/pull/3732,2023-09-18T03:11:57Z,,2026-02-24T05:01:36Z,3,42,3,45,21361.8275,890.0761,98,1,1,3
gin-gonic/gin,3683,chore(cookie): remove QueryEscape cookies (#1717),cavedon,CLOSED,https://github.com/gin-gonic/gin/pull/3683,2023-08-01T22:17:50Z,,2026-02-24T05:01:34Z,2,8,1,9,22494.7289,937.2804,210,5,3,8
gin-gonic/gin,3674,catch-all without slash,sanyoung125,CLOSED,https://github.com/gin-gonic/gin/pull/3674,2023-07-20T16:48:51Z,,2026-02-24T05:01:33Z,3,27,8,35,22788.2117,949.5088,418,0,1,4
gin-gonic/gin,3662,added proper errors for GetString() in context.go,Danial-Gharib,CLOSED,https://github.com/gin-gonic/gin/pull/3662,2023-07-09T18:17:37Z,,2026-02-24T05:01:31Z,2,15,4,19,23050.7317,960.4472,455,1,2,6
gin-gonic/gin,3596,"changed the method 'Header(key, value string)' on 'type Context' to '…",Needrima,CLOSED,https://github.com/gin-gonic/gin/pull/3596,2023-05-06T23:24:49Z,,2026-02-24T05:01:28Z,1,1,1,2,24581.6108,1024.2338,523,0,1,3
gin-gonic/gin,3589,feat(route): add Engine.PathFor function,asbjornu,CLOSED,https://github.com/gin-gonic/gin/pull/3589,2023-04-30T21:13:20Z,,2026-02-24T05:01:28Z,3,109,0,109,24727.8022,1030.3251,99,9,1,5
gin-gonic/gin,3573,fix misuses of a vs an,cuishuang,CLOSED,https://github.com/gin-gonic/gin/pull/3573,2023-04-21T07:56:10Z,,2026-02-24T05:01:17Z,5,13,13,26,24957.0853,1039.8786,0,1,1,3
gin-gonic/gin,3499,stop execution in example,Hannes-tallied,CLOSED,https://github.com/gin-gonic/gin/pull/3499,2023-02-14T00:18:25Z,,2026-02-24T05:01:13Z,1,1,0,1,26548.7133,1106.1964,50,0,1,3
gin-gonic/gin,3479,feature: add BindForm function,dozheiny,CLOSED,https://github.com/gin-gonic/gin/pull/3479,2023-01-27T17:19:31Z,,2026-02-24T05:01:13Z,2,66,0,66,26963.695,1123.4873,244,3,2,3
gin-gonic/gin,3471,feature: write query bool parser for query parameters.,dozheiny,CLOSED,https://github.com/gin-gonic/gin/pull/3471,2023-01-15T13:53:40Z,,2026-02-24T05:01:12Z,3,89,3,92,27255.1256,1135.6302,250,1,1,3
gin-gonic/gin,3422,fix middleware called multiple times in HandleContext redirection,ekeyme,CLOSED,https://github.com/gin-gonic/gin/pull/3422,2022-12-05T10:09:24Z,,2026-02-24T05:01:10Z,2,42,0,42,28242.8628,1176.7859,237,0,1,3
gin-gonic/gin,3393,feat: adds cookie binding,sourcec0de,CLOSED,https://github.com/gin-gonic/gin/pull/3393,2022-11-12T02:33:37Z,,2026-02-24T05:01:10Z,5,89,0,89,28802.4592,1200.1025,634,8,1,4
gin-gonic/gin,3335,feat: allow custom unmarshalers for form binding: json/text/binary,slockij,CLOSED,https://github.com/gin-gonic/gin/pull/3335,2022-09-22T13:30:21Z,,2026-02-24T05:01:08Z,3,170,3,173,30015.5131,1250.6464,76,5,2,5
gin-gonic/gin,3329,Update context to have a generic method for getting request data.,cheikhshift,CLOSED,https://github.com/gin-gonic/gin/pull/3329,2022-09-19T12:04:32Z,,2026-02-24T05:01:08Z,1,12,0,12,30088.9433,1253.706,471,2,10,6
gin-gonic/gin,2877,"Map validation, contextual validation, validator tags for custom map/slice types",kszafran,CLOSED,https://github.com/gin-gonic/gin/pull/2877,2021-09-22T09:26:05Z,,2026-02-24T05:00:08Z,19,724,157,881,38779.5675,1615.8153,918,11,2,7
gin-gonic/gin,2790,refactor gin code logic,daheige,CLOSED,https://github.com/gin-gonic/gin/pull/2790,2021-07-14T15:06:30Z,,2026-02-24T05:00:07Z,7,55,51,106,40453.8936,1685.5789,226,5,1,3
gin-gonic/gin,2666,now you can replace binding.Form parser,yanllllk,CLOSED,https://github.com/gin-gonic/gin/pull/2666,2021-03-29T07:49:27Z,,2026-02-24T05:00:04Z,1,11,11,22,43029.1769,1792.8824,412,2,4,5
gin-gonic/gin,2642,adding QueryMapArr,hah,CLOSED,https://github.com/gin-gonic/gin/pull/2642,2021-02-19T14:43:44Z,,2026-02-24T05:00:03Z,2,35,1,36,43934.2719,1830.5947,713,3,1,5
gin-gonic/gin,2627,Avoid overwriting the written status code,Julio-Guerra,CLOSED,https://github.com/gin-gonic/gin/pull/2627,2021-02-03T22:42:26Z,,2026-02-24T05:00:02Z,2,5,0,5,44310.2933,1846.2622,288,2,3,5
gin-gonic/gin,2327,add `isValidPORTEnvVar` function to judge the  PORT  whether is valid,bestgopher,CLOSED,https://github.com/gin-gonic/gin/pull/2327,2020-04-18T08:53:36Z,,2026-02-24T04:59:53Z,2,28,3,31,51308.1047,2137.8377,1177,1,4,5
gin-gonic/gin,2139,Add support for multimaps in query strings,betabandido,CLOSED,https://github.com/gin-gonic/gin/pull/2139,2019-11-19T14:09:04Z,,2026-02-24T04:59:52Z,2,56,6,62,54926.8467,2288.6186,1285,2,1,5
gin-gonic/gin,2095,Add RecoveryWithWriterAndCallback,letsfire,CLOSED,https://github.com/gin-gonic/gin/pull/2095,2019-10-13T04:50:13Z,,2026-02-24T04:59:52Z,1,14,8,22,55824.1608,2326.0067,0,3,2,3
gin-gonic/gin,2364,Better initial articulation in README,DGKSK8LIFE,CLOSED,https://github.com/gin-gonic/gin/pull/2364,2020-05-09T03:45:35Z,,2026-02-24T04:59:55Z,1,1,1,2,50809.2389,2117.0516,412,1,2,3
gin-gonic/gin,2339,modify: nil instead of []string{},bestgopher,CLOSED,https://github.com/gin-gonic/gin/pull/2339,2020-04-25T03:38:27Z,,2026-02-24T04:59:54Z,1,1,1,2,51145.3575,2131.0566,139,5,2,6
gin-gonic/gin,2018,Add a gracefull method to set error Context#GraceError.,sleagon,CLOSED,https://github.com/gin-gonic/gin/pull/2018,2019-08-15T12:28:37Z,,2026-02-24T04:59:49Z,1,10,0,10,57232.52,2384.6883,63,3,4,5
gin-gonic/gin,2015,binding: support []byte,guonaihong,CLOSED,https://github.com/gin-gonic/gin/pull/2015,2019-08-13T13:54:33Z,,2026-02-24T04:59:49Z,4,90,0,90,57279.0878,2386.6287,1460,3,8,5
gin-gonic/gin,3270,"Feat: allow ""/*catch-all"" and ""/normal"" routes coexist",StephanoGeorge,CLOSED,https://github.com/gin-gonic/gin/pull/3270,2022-08-06T15:21:55Z,,2026-02-24T05:00:37Z,4,310,249,559,31141.645,1297.5685,870,4,2,5
gin-gonic/gin,3247,Update README.md,BrianOtieno,CLOSED,https://github.com/gin-gonic/gin/pull/3247,2022-07-15T13:38:52Z,,2026-02-24T05:00:37Z,1,1,0,1,31671.3625,1319.6401,438,0,1,3
gin-gonic/gin,3187,Cookies added to return all cookies at once.,arshamalh,CLOSED,https://github.com/gin-gonic/gin/pull/3187,2022-06-10T00:06:28Z,,2026-02-24T05:00:32Z,1,10,0,10,32524.9011,1355.2042,379,0,1,3
gin-gonic/gin,3146,Error parser,p8bin,CLOSED,https://github.com/gin-gonic/gin/pull/3146,2022-05-11T19:11:37Z,,2026-02-24T05:00:31Z,7,299,0,299,33225.815,1384.409,85,0,2,3
gin-gonic/gin,3144,Logger skip paths allow params,hanyucui,CLOSED,https://github.com/gin-gonic/gin/pull/3144,2022-05-06T05:35:50Z,,2026-02-24T05:00:30Z,2,27,6,33,33359.4111,1389.9755,619,3,4,3
gin-gonic/gin,3103,Bug Fix: sql.NullString binding for form-data,pavel-one,CLOSED,https://github.com/gin-gonic/gin/pull/3103,2022-03-27T22:43:30Z,,2026-02-24T05:00:28Z,1,14,1,15,34302.2828,1429.2618,842,0,1,3
gin-gonic/gin,3091,Optimize the json render,mstmdev,CLOSED,https://github.com/gin-gonic/gin/pull/3091,2022-03-20T18:45:43Z,,2026-02-24T05:00:26Z,2,42,27,69,34474.2453,1436.4269,159,3,3,4
gin-gonic/gin,2899,Logger skip sub paths,liasica,CLOSED,https://github.com/gin-gonic/gin/pull/2899,2021-10-12T07:44:52Z,,2026-02-24T05:00:09Z,1,16,1,17,38301.2547,1595.8856,100,4,3,5
gin-gonic/gin,2822,optimizations for string to bytes conversion without memory allocation as defined in internals,zubairhassan652,CLOSED,https://github.com/gin-gonic/gin/pull/2822,2021-08-13T07:24:17Z,,2026-02-24T05:00:07Z,1,1,1,2,39741.5972,1655.8999,418,1,1,3
gin-gonic/gin,2785,export ErrUnknownType and code adjust for broken pipe and json invalid and use http.MethodGet instead of raw GET string and IsWebsocket check,daheige,CLOSED,https://github.com/gin-gonic/gin/pull/2785,2021-07-11T06:32:40Z,,2026-02-24T05:00:06Z,6,39,30,69,40534.4572,1688.9357,164,6,5,5
gin-gonic/gin,2477,make middlewares work before auto redirection,unbyte,CLOSED,https://github.com/gin-gonic/gin/pull/2477,2020-08-22T16:34:53Z,,2026-02-24T04:59:57Z,3,93,3,96,48276.4178,2011.5174,605,12,2,13
gin-gonic/gin,2379,Fix the issue of returning validation error instead of json.SyntaxError for a required file upload form field,Alireza-Ta,CLOSED,https://github.com/gin-gonic/gin/pull/2379,2020-05-17T10:42:12Z,,2026-02-24T04:59:56Z,1,6,0,6,50610.2956,2108.7623,302,0,1,3
gin-gonic/gin,2316,Handle invalid Accept header values properly,bonprosoft,CLOSED,https://github.com/gin-gonic/gin/pull/2316,2020-04-07T14:56:20Z,,2026-02-24T04:59:53Z,2,44,10,54,51566.0592,2148.5858,774,5,2,4
gin-gonic/gin,1810,handle Body return EOF,disilin,CLOSED,https://github.com/gin-gonic/gin/pull/1810,2019-03-13T05:17:05Z,,2026-02-24T04:59:25Z,1,5,0,5,60959.7056,2539.9877,472,8,2,8
gin-gonic/gin,1627,"Compatible way to enhance context.Param(), supportted from  GET POST COOKIE Route/Var",xiuno,CLOSED,https://github.com/gin-gonic/gin/pull/1627,2018-11-06T02:39:43Z,,2026-02-24T04:59:24Z,1,116,2,118,64010.3281,2667.097,649,3,2,6
gin-gonic/gin,1282,Adjust log format to cater for ipv6 values,m90,CLOSED,https://github.com/gin-gonic/gin/pull/1282,2018-03-12T20:09:10Z,,2026-02-24T04:59:22Z,1,1,1,2,69728.8367,2905.3682,404,5,3,5
gin-gonic/gin,1061,feat(routes): Catch-All form should not include the slash before param,easonlin404,CLOSED,https://github.com/gin-gonic/gin/pull/1061,2017-08-12T08:39:08Z,,2026-02-24T04:59:20Z,3,29,9,38,74828.3367,3117.8474,143,8,1,8
gin-gonic/gin,1037,Auto-detect time format in form binding,alxarch,CLOSED,https://github.com/gin-gonic/gin/pull/1037,2017-07-20T09:15:57Z,,2026-02-24T04:59:20Z,3,32,5,37,75379.7231,3140.8218,108,10,4,6
gin-gonic/gin,4509,chore(deps): bump github.com/go-playground/validator/v10 from 10.28.0 to 10.30.1,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4509,2026-01-26T23:41:12Z,2026-02-21T14:39:56Z,2026-02-21T14:39:56Z,2,6,6,12,614.9789,25.6241,13339,0,2,1
gin-gonic/gin,4544,chore(deps): bump aquasecurity/trivy-action from 0.34.0 to 0.34.1 in the actions group,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4544,2026-02-20T22:32:35Z,2026-02-21T14:33:31Z,2026-02-21T14:33:31Z,1,2,2,4,16.0156,0.6673,3340,0,1,1
gin-gonic/gin,4531,ci: update CI workflows and standardize Trivy config quotes,appleboy,MERGED,https://github.com/gin-gonic/gin/pull/4531,2026-02-13T05:45:30Z,2026-02-21T14:32:32Z,2026-02-21T14:32:32Z,2,16,16,32,200.7839,8.366,199,0,1,2
gin-gonic/gin,4528,refactor(context): use http.StatusContinue constant instead of magic number 100,mehrdadbn9,CLOSED,https://github.com/gin-gonic/gin/pull/4528,2026-02-06T12:14:32Z,,2026-02-18T16:33:07Z,7,197,0,197,292.3097,12.1796,159,3,1,3
gin-gonic/gin,4538,chore(deps): bump golang.org/x/net from 0.49.0 to 0.50.0,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4538,2026-02-16T22:32:27Z,2026-02-17T16:40:02Z,2026-02-17T16:40:02Z,2,12,12,24,18.1264,0.7553,3609,0,1,1
gin-gonic/gin,4537,test(render): add comprehensive tests for MsgPack render,Amirhf1,MERGED,https://github.com/gin-gonic/gin/pull/4537,2026-02-16T11:21:05Z,2026-02-17T16:38:36Z,2026-02-17T16:38:37Z,1,46,10,56,29.2919,1.2205,503,1,1,2
gin-gonic/gin,4539,chore(deps): bump github.com/bytedance/sonic from 1.14.2 to 1.15.0,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4539,2026-02-16T22:32:33Z,2026-02-17T16:39:41Z,2026-02-17T16:39:41Z,2,6,6,12,18.1189,0.755,4291,0,1,1
gin-gonic/gin,4534,chore(deps): bump aquasecurity/trivy-action from 0.33.1 to 0.34.0 in the actions group,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4534,2026-02-13T22:32:33Z,2026-02-15T02:58:17Z,2026-02-15T02:58:17Z,1,2,2,4,28.4289,1.1845,6111,0,1,1
gin-gonic/gin,4533,chore(deps): bump go.mongodb.org/mongo-driver from 1.17.7 to 1.17.9,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4533,2026-02-13T22:32:25Z,2026-02-15T02:57:27Z,2026-02-15T02:57:27Z,2,3,3,6,28.4172,1.1841,6914,0,1,1
gin-gonic/gin,4532,chore(deps): bump github.com/quic-go/quic-go from 0.57.1 to 0.59.0,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4532,2026-02-13T22:32:19Z,2026-02-15T02:57:06Z,2026-02-15T02:57:06Z,2,3,5,8,28.4131,1.1839,11741,0,1,1
gin-gonic/gin,4507,chore(deps): bump github.com/goccy/go-yaml from 1.19.1 to 1.19.2,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4507,2026-01-26T23:40:54Z,2026-02-13T05:56:40Z,2026-02-13T05:56:40Z,2,3,3,6,414.2628,17.2609,3344,0,1,1
gin-gonic/gin,4508,chore(deps): bump golang.org/x/net from 0.47.0 to 0.49.0,dependabot,MERGED,https://github.com/gin-gonic/gin/pull/4508,2026-01-26T23:41:03Z,2026-02-13T05:56:24Z,2026-02-13T05:56:24Z,2,12,12,24,414.2558,17.2607,3995,0,1,1
gin-gonic/gin,4529,refactor: replace magic numbers with named constants in bodyAllowedForStatus,veeceey,MERGED,https://github.com/gin-gonic/gin/pull/4529,2026-02-08T20:38:23Z,2026-02-13T05:55:23Z,2026-02-13T05:55:19Z,1,1,1,2,105.2833,4.3868,559,1,1,2
